year_month,sharpe,total_profit,win_rate,num_trades,report
2024-10,8.61309294119032,3740.431987946877,0.5,4,SL1.5_PT3.0
2024-11,4.928367872831874,2140.2561154021932,1.0,1,SL1.5_PT3.0
2024-12,-0.8595806599638542,-373.2925,0.0,1,SL1.5_PT3.0
2025-01,-0.9620803626975567,-417.805332901952,0.0,1,SL1.5_PT3.0
2025-02,-2.482102546051424,-1077.9096224790155,0.5,2,SL1.5_PT3.0
2025-03,0.0,0.0,,0,SL1.5_PT3.0
2025-04,-14.19162685174053,-6163.037528992473,0.0,1,SL1.5_PT3.0
2025-05,5.407459557345059,2348.3126026766495,1.0,1,SL1.5_PT3.0
2025-06,-3.093473416017739,-1343.4113619975587,0.0,2,SL1.5_PT3.0
2025-07,0.2792955422784348,121.29045716356246,1.0,1,SL1.5_PT3.0
2025-08,-2.07660011629533,-901.8109469154076,0.0,1,SL1.5_PT3.0
2025-09,0.0,0.0,,0,SL1.5_PT3.0
2025-10,0.0,0.0,,0,SL1.5_PT3.0
2025-11,-0.2608094780786288,-113.26246230314268,0.5,2,SL1.5_PT3.0
2025-12,-0.7417814854070679,-322.13552263142094,0.0,2,SL1.5_PT3.0
2020-12,-3.9909703079898917,-1783.2448869990392,0.0,1,SL1.5_PT3.0
2021-01,5.374521516712268,2401.4430765260777,0.6666666666666666,3,SL1.5_PT3.0
2021-02,-3.716772200999296,-1660.7277208510234,0.0,1,SL1.5_PT3.0
2021-03,-1.4899611612241457,-665.7442720786181,0.3333333333333333,3,SL1.5_PT3.0
2021-04,1.6208718470507881,724.2377694335198,0.6666666666666666,3,SL1.5_PT3.0
2021-05,0.0,0.0,,0,SL1.5_PT3.0
2021-06,3.9807295617398144,1778.6691179553695,0.6666666666666666,3,SL1.5_PT3.0
2021-07,-5.02293538274515,-2244.347401200845,0.0,1,SL1.5_PT3.0
2021-08,-1.0972102910976518,-490.2553741493711,0.0,1,SL1.5_PT3.0
2021-09,1.633645054735793,729.9450925998337,0.5,2,SL1.5_PT3.0
2021-10,-0.9516269462138899,-425.2058409878621,0.0,1,SL1.5_PT3.0
2021-11,2.4823302923673434,1109.1545313792165,1.0,1,SL1.5_PT3.0
2021-12,0.6039346280832222,269.85,1.0,1,SL1.5_PT3.0
2022-01,0.0,0.0,,0,SL1.5_PT3.0
2022-02,5.193408227165915,2320.518057639185,0.6666666666666666,3,SL1.5_PT3.0
2022-03,0.0,0.0,,0,SL1.5_PT3.0
2022-04,0.7297350436362638,326.06012698796656,0.5,2,SL1.5_PT3.0
2022-05,4.475126704226967,1999.57559143179,0.6666666666666666,3,SL1.5_PT3.0
2022-06,-1.9832734152985978,-886.1659958411558,0.3333333333333333,3,SL1.5_PT3.0
2022-07,2.2739144098204984,1016.0301710759087,0.5,2,SL1.5_PT3.0
2022-08,1.5060322664861632,672.9251614552044,1.0,1,SL1.5_PT3.0
2022-09,2.744185538432542,1226.1566618497955,1.0,1,SL1.5_PT3.0
2022-10,1.9006301777471513,849.2393540884912,1.0,1,SL1.5_PT3.0
